layer_id,layer_type,N,M,slice,slice_count,level,comment,D,sigma,norm,lognorm,alpha,alpha_weighted,spectralnorm,logspectralnorm,softrank,softranklog,softranklogratio,logpnorm,xmin,xmax
0,CONV2D,3,512,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
2,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.1286565880006827,0.7510032050857148,665.8085802038164,2.823349387563155,5.248315672071524,5.134257833691803,9.511909842200843,0.9782677252081712,46604.84306803016,4.668431049918138,5.772140519022762,5.821346344046729,4.643686310116399,9.511909842200843
4,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.15938508819126973,3.571311754595846,704.5840841195702,2.84793282865914,13.371386817255917,11.521449397497364,7.271927615309465,0.8616495472727489,68267.83184000204,4.834216110045531,6.610420298306378,11.956529169394486,5.760846321781433,7.271927615309465
6,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.13150460804142106,2.8954972853999443,1592.7737829458156,3.202154098591635,14.268835484884397,3.633263510472265,1.7973360876216393,0.2546292943331739,1411493.5660122226,6.149678902850096,25.151498039355392,4.795261816985533,1.4145220378752916,1.7973360876216393
8,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.1750061454756704,1.5520240764941713,568.6387448715255,2.7548364475293083,8.9138010516096,6.262984186840919,5.042159213087382,0.7026165550004044,64129.27646746647,4.807056340058212,7.841649696192321,7.166419366719994,3.7106835167928374,5.042159213087382
10,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.18295111031282785,1.623565357366814,645.1815419464167,2.809681934126897,9.43629306510413,6.9177848600130485,5.40883920539359,0.7331040708766616,76959.06760424125,4.886259797377132,7.665165276648973,7.896056455849411,4.119685738200224,5.40883920539359
12,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.13527861526599688,0.4677205715547777,2779.696170560999,3.443997328774232,5.949889261611731,2.6320099281023737,2.769254325868774,0.4423628427984227,2790177.3876285083,6.445631814750041,15.570915979232023,4.597341570228833,1.5308413183933813,2.608002395821684
14,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.17755402945706567,2.3632441413222853,605.323686543892,2.781987668351738,11.829745163270289,8.287076187132694,5.017977570624046,0.7005287157717405,73020.80575970364,4.863446620931735,7.942537131506306,9.109498880989223,4.000419909889623,5.017977570624046
16,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.1934284078697781,0.7057263829435111,689.8895186831605,2.8387795468705765,6.137765619593225,4.570521414614776,5.554635680609209,0.7446555795523654,85684.74610321932,4.932903514188788,7.62440952521178,5.785752670918999,3.543415224577159,5.554635680609209
18,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.08627994363344904,3.7211176834995596,4019.346606604426,3.6041554590024583,16.342561254422392,11.934060604960823,5.373338522876392,0.7302442021890172,3006538.1280639158,6.478066715815899,9.871096403637189,12.371112098284765,3.319471984966041,4.4368474925028565
20,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.1812638464329276,1.8366605093856279,620.1421924863981,2.7924912803562307,10.18330254692814,7.250206133431729,5.151930805999994,0.711970021515152,74647.03106143334,4.873012539197309,7.844406915935861,8.173559971763643,3.9773433754183563,5.151930805999994
22,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.16641340340650346,3.292920652860515,670.421476224552,2.826347917997553,14.17168261144206,10.615499309533378,5.6113084773525,0.7490641443636722,80099.84794048818,4.903631691631434,7.546344166289062,11.218092053408343,4.563362620126455,5.6113084773525
24,CONV2D,512,10,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
