layer_id,layer_type,N,M,slice,slice_count,level,comment,D,sigma,norm,lognorm,alpha,alpha_weighted,spectralnorm,logspectralnorm,softrank,softranklog,softranklogratio,logpnorm,xmin,xmax
0,CONV2D,3,512,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
2,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.055444816023364485,0.041043747092732695,34.98538373929438,1.543886641859537,1.46797071789118,1.0813114099181447,5.4525900518486425,0.7366028468684358,224.47626976297386,2.3511704368506385,4.1919106026352075,1.731851132588734,0.00242382758992978,5.4525900518486425
4,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.044398921202710495,0.03490914110863496,47.475659156740996,1.6764710032383974,1.4811893029350212,1.1587338909628508,6.057587023522127,0.7822996619451577,372.08515595645775,2.5706423445316373,4.286007229173326,1.8735709070880777,0.002915079626311293,6.057587023522127
6,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.041981754858561704,0.10357712496634704,133.52850897991974,2.125573999564541,2.129893037919527,0.7197061408532542,2.1772443671301587,0.3379071756374494,8189.187662890673,3.913240823491633,12.580815992171367,1.9152410224117034,0.03296813800384665,2.1772443671301587
8,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.10865494178821355,1.9477975967952523,201.3917571556506,2.3040416911675736,7.460113796125805,6.052068739947419,6.475255255423682,0.8112568930369918,6263.635679268176,3.7968264892981556,5.680177785712851,6.246184443767104,3.7211292806564704,6.475255255423682
10,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.09311795856375432,0.03779891261599515,182.82522490498067,2.2620361163499814,1.591646566594577,1.3005186049583246,6.562813613227725,0.8170900702791463,5093.099519722249,3.706982162420816,5.536809707104117,2.458306472585209,0.05471510769259734,6.562813613227725
12,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.05006607394642015,0.058210758742349024,508.94761260088086,2.7066730814934203,2.055847531879214,1.0073899116049159,3.0903806514641223,0.49001197607493713,83817.4003740987,4.923334186911903,11.04737522202719,2.5562057640913673,0.0744874064600404,2.8477017365796793
14,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.13939351177299375,0.41249387651753944,440.1411202095963,2.6435919444454514,3.6412495385220893,3.5502977280886907,9.441082950185319,0.9750218133991678,20519.27800248336,4.3121620754917345,5.422631387556827,4.362387401811954,3.247414940539616,9.441082950185319
16,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.0663316260220016,0.059817620319424496,652.9615936188519,2.814887637370125,1.8791358844607735,3.493509696570608,72.29434873866944,1.8591043497490796,5897.540405024994,3.7706709249911703,3.0282190859808873,4.290635614141674,0.1421954633577884,72.29434873866944
18,CONV2D,512,10,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
