layer_id,layer_type,N,M,slice,slice_count,level,comment,D,sigma,norm,lognorm,alpha,alpha_weighted,spectralnorm,logspectralnorm,softrank,softranklog,softranklogratio,logpnorm,xmin,xmax
0,CONV2D,3,512,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
2,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.1526379840116422,1.0184216556244634,535.6475525458311,2.7288791248962396,6.578125138372767,5.070847974029389,5.900179631708556,0.7708652339933696,48628.73987876433,4.68689301579911,7.0800420217672215,5.91219002334788,3.646809875882149,5.900179631708556
4,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.1769452539859716,0.8224505664218145,697.1273526936566,2.8433121231767178,6.266253155945895,5.114204517579093,6.5486279875950135,0.8161503198648061,74211.96421514006,4.870473926488629,6.967618719178367,6.151448385726009,4.073745698424649,6.5486279875950135
6,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.08698074060950978,0.6445718088320961,762.0120165605873,2.8819618200073247,6.392874666805786,0.8361008794589496,1.3514076444135361,0.13078637123926432,429672.2131054098,5.633137268775386,44.071286521666416,1.7856458582841135,0.49299057205140057,1.2094876018898577
8,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.15773945014945223,0.8830785633481713,423.1946926462459,2.6265402125032584,6.790733391284562,3.8480678865772506,3.6869271016562255,0.5666645507709049,48575.342811497096,4.686415874235611,9.270176540706652,4.896383381917653,2.37758464610004,3.6869271016562255
10,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.12640891688461092,0.9872775935841607,565.0138200739691,2.752059070666271,7.005375153256726,5.169554182177751,5.469417688175845,0.7379410908171675,58368.30080919498,4.766177050515374,7.458750040924669,5.910708318063042,3.2559310688774312,5.469417688175845
12,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.07601719124567097,0.332921731982792,1084.3134182464607,3.0351548321480246,4.2788987974261925,1.45453991675438,2.187425328050318,0.33993323647413737,537497.4742736811,5.730376427821912,17.857358483855954,2.7097932186971105,0.6128886644584808,1.9201187703065878
14,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.18617818750092402,0.3786464730398817,452.7960102422939,2.6559025914633647,4.470352248666627,2.549279659610963,3.7176089950856794,0.5702637102862168,55149.486447434836,4.741541472640513,9.31464704331391,3.900860761520642,1.885513180486241,3.7176089950856794
16,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.16617846932748126,0.9585776034939439,617.5619340321873,2.7906805186274486,7.062577082133283,5.061134306754396,5.207304397507637,0.7166129654794022,73239.95550329576,4.8647480717754945,7.788529242589211,6.094943355158493,3.4472310138764293,5.207304397507637
18,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.061548427457102706,0.6494187892498114,1816.6811282300741,3.2592787047416714,5.9030043379900645,3.4209822955351887,3.797802745537145,0.5795324041215276,869010.4628381669,5.939025005361815,11.247960188463258,4.216539219697369,1.1505803254797524,2.5395789254109995
20,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.1489460354093876,1.7750081568858518,490.6914365304034,2.6908084788082154,9.695728547296735,6.135613721766817,4.293546407968177,0.632816161450548,56079.06914373232,4.748800796165884,8.504234381878984,6.90329967550101,3.1343304364668465,4.293546407968177
22,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.10146912203740921,0.9753101445935982,567.2913298683761,2.753806146125789,6.602730225421988,5.012953701327064,5.7441314634248455,0.7592243708558729,56025.78126788747,4.748387921395705,7.254261722450837,5.7815046361197355,3.334082363192483,5.7441314634248455
24,CONV2D,512,10,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
