layer_id,layer_type,N,M,slice,slice_count,level,comment,D,sigma,norm,lognorm,alpha,alpha_weighted,spectralnorm,logspectralnorm,softrank,softranklog,softranklogratio,logpnorm,xmin,xmax
0,CONV2D,3,512,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
2,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.036207809906670385,0.2765597465917703,119.40363890912593,2.0770175624220943,3.229695959826983,2.337590077162113,5.293954784510336,0.7237802276866147,2693.114989658842,3.430254897157574,5.739359775164818,2.573786482357465,0.5131480726069099,5.293954784510336
4,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.04716616161799314,0.2892864518176911,126.23220506990859,2.101170168694515,3.4546769414282177,2.15736847077235,4.211895917669302,0.6244776305712858,3783.229668607059,3.5778627068177444,6.729368886351681,2.624579193963284,0.5150186550530804,4.211895917669302
6,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.08334045184648997,0.10454932335271709,187.9952319197069,2.2741468344912312,2.6858071845596276,0.37623194604004045,1.3806433882995293,0.1400815174681754,25598.360535426636,4.408212151514287,32.46890632817261,1.562760112651164,0.05332692415382849,1.3806433882995293
8,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.056252187042631185,0.21751706731360065,213.20629999343475,2.328800033431274,3.0288641373501886,1.9239063302026176,4.317085992847745,0.6351906995358838,10529.539238319654,4.022409367326664,7.332601170429175,2.761721581445619,0.7604479081961826,4.317085992847745
10,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.04256437741606267,0.2263553204531534,204.64389774260798,2.3109987989875194,3.024583534407998,2.5420585955855857,6.9257316451035305,0.8404656597071447,6046.888188758424,3.7815319382678942,5.499329502154254,2.9915300111354486,0.7426681455818327,6.9257316451035305
12,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.02590271196849192,0.08370464562136427,354.9711409899496,2.550193046524726,2.4401091759950218,0.9929365648010385,2.552248796001904,0.4069230076134365,49369.99525010754,4.693463085436015,12.534032231214242,2.311146477388907,0.07741939094574221,2.469801467446199
14,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.09693782618978947,0.1332507246799553,301.9491215130565,2.4799337704153177,2.5192920165673622,1.742757422501102,4.917730830454428,0.6917647541612424,18539.703600264274,4.2681027866693935,7.16987604672693,2.9376309580196636,0.7526811108972382,4.917730830454428
16,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.052641155944979534,0.13813797113822035,272.89308388847337,2.4359925291945084,2.5005624579742385,2.1508499870411737,7.246803348333234,0.8601464763186221,10276.342775506613,4.011838582070395,5.66413418240209,3.0030659836775904,0.6899189720940283,7.246803348333234
18,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.051643301607617265,0.08684579586969136,596.0126961988622,2.775255511133489,2.2881313198788478,1.4667169638661148,4.375330190228006,0.6410108332172887,81189.56023561857,4.909500189049689,8.658997219139783,2.728816091367518,0.1578920672640153,4.375330190228006
20,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.09692616175113505,0.13182501463590918,301.2556825509595,2.4789352477065725,2.525984869133219,1.827425336987265,5.289938546591424,0.7234506268496922,17156.15133709304,4.234419868563452,6.853087565909619,2.9674627381250467,0.7364531108657212,5.289938546591424
22,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.059421763802949945,0.16226344749205573,92.74959860208907,1.967312038769294,2.740081617361904,1.354400410000562,3.1209872561533194,0.49429199532550855,2756.3355229624954,3.440332082213079,7.960120970495386,2.1269538488744333,0.24427708424016287,3.1209872561533194
24,CONV2D,512,10,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
