layer_id,layer_type,N,M,slice,slice_count,level,comment,D,sigma,norm,lognorm,alpha,alpha_weighted,spectralnorm,logspectralnorm,softrank,softranklog,softranklogratio,logpnorm,xmin,xmax
0,CONV2D,3,512,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
2,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.15733704868858955,0.7725218447448787,660.0580450551769,2.819582128782349,5.635131068469272,4.867533788468358,7.307748589981036,0.8637835978126726,59618.447115076866,4.775380659752026,6.528445633657025,5.8249259582547825,4.225039860653784,7.307748589981036
4,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.15597711283332616,1.0615491359187028,860.6278504447747,2.9348153960095815,7.0050287405666785,6.540878873115266,8.585003496127635,0.9337404763575795,86276.06235632705,4.935890315661584,6.286147961493494,7.4143975066456616,5.515909637889081,8.585003496127635
6,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.04883287782568846,0.7839011113858233,874.4684022555863,2.9417441214488145,7.271208891086586,0.8804449327355907,1.3215587009572276,0.12108645837625218,578631.1164154541,5.762401784521377,48.589151270870076,1.8583740474263688,0.5652279058656867,1.1370941847341944
8,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.15978991100093864,3.100621015590024,438.9313358015853,2.6423965867231307,13.402484062360095,7.9419434952858365,3.913564542645867,0.5925725006150322,49228.96133413728,4.692220672831229,8.918390860124566,8.543851027068321,3.1423434994064663,3.913564542645867
10,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.08781301809429354,3.0663253906383994,640.2577261113179,2.8063548278859054,12.055793423203896,9.784443829180962,6.480325769032684,0.8115968386077977,63257.61550509604,4.801112817164013,6.915637652556382,10.02273524716076,4.5888196549576525,6.480325769032684
12,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.08763974832415933,0.5009917252760032,1151.2835483699266,3.0611822987181743,5.424639113646677,1.5727633992938101,1.9495285110777405,0.28992959095421383,679884.2905941962,5.832435006482135,21.116728986808397,2.7772526909696884,0.7359872673254478,1.6613326596622993
14,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.17616021286732253,4.670178886750625,478.1524757974549,2.6795664088258,17.83856944176871,10.785415543953418,4.023575308536177,0.6046121343508382,56822.54526867892,4.754520683300762,8.863753327421406,11.405257611453566,3.462136211778171,4.023575308536177
16,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.1313739688758665,4.612932363848732,698.1364275923107,2.8439402993580383,16.29936583417344,12.885841659645427,6.1740933426762625,0.7905731910519379,78941.86959604413,4.8973074076641385,7.194628736585128,13.228379663694925,4.996400956104564,6.1740933426762625
18,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.058241444866581005,1.011902877806643,1672.0897550300117,3.223259585942737,7.937256619394168,4.30826573430887,3.4897175610224225,0.5427902789210449,801177.7744148391,5.903728892964429,11.876629744916995,4.761583362067023,1.1821331397667048,2.6261557379111453
20,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.13103273800959025,1.8444617316946676,471.8005089953861,2.673758405082362,9.248683627932511,6.23130850868153,4.717923077444041,0.6737508557284819,47180.87103889319,4.673765954436242,7.9369350921013835,6.8180559412641255,3.2879591473047367,4.717923077444041
22,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.13089938236043058,1.2604153420197075,683.1208390611748,2.8344975339824883,7.787544342216928,6.189436693774343,6.234285732917674,0.794786703199992,74852.85416028682,4.874208364764985,7.132725101137592,7.057850566589533,4.202658685425108,6.234285732917674
24,CONV2D,512,10,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
