layer_id,layer_type,N,M,slice,slice_count,level,comment,D,sigma,norm,lognorm,alpha,alpha_weighted,spectralnorm,logspectralnorm,softrank,softranklog,softranklogratio,logpnorm,xmin,xmax
0,CONV2D,3,512,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
2,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.0550663958064751,0.030231201240505656,19.04414180980184,1.2797614067336387,1.2977428021952222,1.002001060199642,5.91712394810295,0.7721106666934986,61.29317899249325,1.7874121467737787,3.3149688559908475,1.453292268583942,2.518298842841681e-05,5.91712394810295
4,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.04522057409647595,0.03703611899870234,8.331268843122738,0.9207111490180961,1.3988912092493149,0.36590682045160716,1.8262876222251336,0.26156917566732246,38.00608386745734,1.5798531223688699,7.039905575029264,0.9421247940085371,0.00012008833138313108,1.8262876222251336
6,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.05369974206776873,0.036020781980972486,77.65297062678938,1.8901580743871158,1.4765101557586486,0.7504316999151782,3.2229004680340587,0.508246893520077,1870.9804745671381,3.2720692552541544,7.437952296357516,1.9287592663064634,0.0005206012739712735,3.2229004680340587
8,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.06523812020223918,0.03825709298465442,99.65449334234883,1.9984968854729583,1.534231229814503,1.5078489866543554,9.611789670429301,0.9828042588056708,1033.212167955886,3.0141895121402458,4.066927605506276,2.215401883092737,0.018777687886682028,9.611789670429301
10,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.08431071032223736,0.9002411086462311,111.02600515494461,2.0454247136743096,4.486618821358155,4.044548599018052,7.970199312731643,0.9014691820406792,1546.6079751575255,3.1893802453079396,4.537980342365179,4.06764419385741,1.7592612901001097,7.970199312731643
12,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.05371925751080009,0.5282302507153013,32613.26369583811,4.513394261981945,4.582631867420165,9.72619547962776,132.55735858941622,2.122403841507612,8023884.756098295,6.904384682456279,4.253096582011401,10.701728462737531,29.19336745475117,128.07950404514457
14,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.06905647918302793,0.08862208959876355,3082.0567973947377,3.4888406378112893,1.9748429855863991,4.595077848122886,212.22995336504826,2.326806678637517,44758.40451243058,4.650874596985061,2.99882295322808,5.139808187501894,5.104607262006434,212.22995336504826
16,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.04940588289558179,0.036720648152349766,1883.1056721326026,3.274874691517673,1.499454812905836,3.4035598174066632,186.15078799168865,2.26986487896278,19049.540486373386,4.279884504072566,2.8855239110216417,4.249583539160379,0.16925757188161458,186.15078799168865
18,CONV2D,512,10,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
