layer_id,layer_type,N,M,slice,slice_count,level,comment,D,sigma,norm,lognorm,alpha,alpha_weighted,spectralnorm,logspectralnorm,softrank,softranklog,softranklogratio,logpnorm,xmin,xmax
0,CONV2D,3,512,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
2,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.05177048525452632,0.3491924648211218,154.9007656663572,2.1900535644593484,3.6363452954435753,2.7684494141678675,5.772014704946694,0.7613274288436795,4156.996894595627,3.6187797000750175,5.753250129935943,2.951828265908537,0.740388174941758,5.772014704946694
4,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.0613792437835089,0.4232662037291517,163.96356367841682,2.2147473489531517,4.110358673503996,2.765750479241138,4.708399115513087,0.672873269447163,5709.806996936499,3.7566214284591406,6.58295536326715,3.03775899969665,0.7909639478544248,4.708399115513087
6,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.07194036562895434,0.10919427659851498,249.95543736378772,2.397862588543718,2.6011023886693487,0.5737040195583725,1.6617354119019665,0.2205618748640892,37597.87522143041,4.5751633022233476,21.74321913087914,1.737229297489052,0.08107656802668231,1.6617354119019665
8,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.06114924176352593,0.28481805918042735,215.7515201972845,2.33395386446125,3.4500975869978325,2.003467462173327,3.808016142536079,0.5806987807312087,12223.876350597227,4.087208948191291,8.038432116293974,2.781351512678567,0.8937791779313499,3.808016142536079
10,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.0509043773287553,0.3003586322584314,232.8306997928289,2.3670402434675006,3.4768207327351295,2.567877109509366,5.4773496618675885,0.7385704662113195,9897.146998560362,3.9955100207236818,6.409788508359456,3.08503146828642,0.9874573882329016,5.4773496618675885
12,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.03401870786122585,0.0962996168085338,438.16344599467493,2.641636143500852,2.558745471120047,1.1365713070915773,2.7809350299568254,0.4441908427077988,69036.92583170814,4.839081444293906,11.894149493930898,2.450317703979604,0.10961441513368259,2.7809350299568254
14,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.10378730087063204,0.15391359678901323,288.06271627431374,2.4594870515322302,2.7069843640213307,1.7014290404953178,4.251410235091674,0.628533013751058,19518.25957006157,4.290441089313402,7.826118907753524,2.8890510816612394,0.8006347913399288,4.251410235091674
16,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.08433738803528334,0.20754852203663088,290.99313875905045,2.4638827490057937,2.913502825962151,2.0852313246359127,5.1965225992725905,0.7157128203393072,16294.936697994362,4.212052677672281,6.885115591020737,3.0682635634568305,1.05464343685616,5.1965225992725905
18,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.05455494106579606,0.0934939212793329,782.068256114332,2.89324465837979,2.3580776523142064,1.6049234384653779,4.792991904002243,0.6806066954115415,127609.38667786788,5.105882621348038,8.501957673602773,2.9379601014252112,0.20943843161997838,4.792991904002243
20,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.0989459956453893,0.16636235146670122,307.0189616599963,2.487165198571654,2.752736132563557,1.8897014601275268,4.8582644144304235,0.6864811478925491,19402.122811348316,4.287849249250759,7.246128189265163,3.028114132164775,0.9217324123611023,4.8582644144304235
22,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.0634717680536242,0.2015582442064548,180.16387421035682,2.255667712259224,2.9851184859690667,1.8288840697677897,4.098898475956657,0.6126671615763601,7918.962072586964,3.8986682629420875,7.363435985227315,2.6558023778896334,0.5922712666962042,4.098898475956657
24,CONV2D,512,10,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
