layer_id,layer_type,N,M,slice,slice_count,level,comment,D,sigma,norm,lognorm,alpha,alpha_weighted,spectralnorm,logspectralnorm,softrank,softranklog,softranklogratio,logpnorm,xmin,xmax
0,CONV2D,3,512,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
2,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.10960602248505497,0.9380319605442928,372.21283708017125,2.5707913472389796,6.306310082164652,3.795025232358843,3.997442378140965,0.6017822122467207,34657.75938256303,4.5398004822312386,8.54392600818516,4.5465340997026225,2.2701247052676266,3.997442378140965
4,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.11271362644843441,1.112238872530301,499.84363345165093,2.698834164835953,7.091983198189589,5.021247933698116,5.105255248455919,0.7080174604728221,48938.52427412193,4.689650869199085,7.623637312655089,5.7586208973615465,3.125520304110544,5.105255248455919
6,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.07112211679512409,0.3176303268934978,845.9945647305037,2.927367572832011,4.522690735955094,2.034319415352562,2.817104137256989,0.449802901440918,254057.63105741536,5.404932244223104,13.01622361018284,2.877001652060465,0.44279360054159916,2.817104137256989
8,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.13054197596148476,0.9445165242916427,463.5261834424491,2.6660742713896806,6.973647008854693,4.3312267170754355,4.179120370200179,0.6210848802034172,51411.900999260135,4.7110636625759446,8.585217114016652,5.214857962002967,2.5967264745137872,4.179120370200179
10,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.12117028271717256,4.143182484857861,600.2843135967998,2.7783569946846076,14.741381740245867,10.656558633518353,5.283247234048307,0.7229009343421708,68204.50400809056,4.833813055027044,7.686688072170972,11.01608560518241,4.210712676842631,5.283247234048307
12,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.044769098654883654,0.42638128623595767,2019.2496226318387,3.3051900103901,4.384296541216575,3.129470463725516,5.173575408398177,0.7137907836081582,788114.3535436053,5.896589237172042,9.2609489679388,4.221726044897781,1.3418503957247208,5.173575408398177
14,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.06365412783962465,0.4549844379004828,645.9167034363799,2.810176515564129,4.404791765875062,4.262468079686041,9.283011654492322,0.967688895694994,44943.21490765563,4.652664135433264,5.8080164566647445,4.954091772433439,3.148415330842077,9.283011654492322
16,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.08401369545927595,0.1950454571230982,592.427739641082,2.7726353855868497,3.0916295058162686,3.58564103175097,14.447410583942759,1.1597900152671334,24292.977946257015,4.385480755906566,4.7812713492764995,4.3280284887721,1.7783994341656209,14.447410583942759
18,CONV2D,512,10,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
