layer_id,layer_type,N,M,slice,slice_count,level,comment,D,sigma,norm,lognorm,alpha,alpha_weighted,spectralnorm,logspectralnorm,softrank,softranklog,softranklogratio,logpnorm,xmin,xmax
0,CONV2D,3,512,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
2,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.16506734845667065,0.9072671838281524,597.4778831910115,2.7763218336605493,6.592770532424491,4.89280454136065,5.522642742482229,0.7421469497985578,64639.31084232373,4.810496717522541,7.481865510365922,5.888051395448798,3.508973713461378,5.522642742482229
4,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.17337527255454133,1.4180678505963291,657.9235748647056,2.8181754484130206,8.368496697438502,6.4344092428488775,5.873334293261225,0.7688847203367332,73699.77746020691,4.867466176489309,7.330553914971286,7.345251214263054,4.207451039006484,5.873334293261225
6,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.06967991414696018,1.1665002367789712,1773.7708175102466,3.248897505506699,8.095543931863126,3.3518993788079054,2.5944333368118113,0.41404251610756093,1212697.5352996648,6.083752494905838,15.693545368479468,4.174283887560483,1.2988520176954512,2.5192446888369306
8,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.18203520328122258,0.603403938256667,598.5847825941144,2.7771256718770254,5.712735413209932,3.924539791031394,4.8638575064160126,0.686980843180033,73666.5787352112,4.867270500574018,8.085016342003705,5.155845359169916,2.928803690400293,4.8638575064160126
10,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.16230389198882406,0.847331792992771,654.2479984145721,2.8157424026472855,6.746883825270164,4.959872573184822,5.434196220100325,0.7351353160414341,78767.94029744688,4.896349489253137,7.660473769127378,6.046885879736241,3.506158801076655,5.434196220100325
12,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.09931345770020239,1.4542658601601777,3566.594731516259,3.5522537637074367,9.84595388327424,6.972525937022243,5.106949311602582,0.7081615473404546,2490840.8528706855,6.396345980074419,10.032326033651927,7.652290205202404,2.5946442015889564,4.340359794283038
14,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.07275389374691765,0.7997014985910949,792.6083417062166,2.8990586386995534,6.057756367595588,5.654991051675846,8.580497329363311,0.9335124604755926,73215.80081289931,4.8646048169235145,6.211076469665081,6.405545647843451,4.393246569995115,8.580497329363311
16,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.07712547682474769,0.4290314123813146,759.3690246635887,2.8804528779077514,4.432251299050517,4.478521418464556,10.24328878935179,1.0104394169671633,56294.548311277336,4.75046633884834,5.701386603767772,5.259441659875927,3.4618717566343715,10.24328878935179
18,CONV2D,512,10,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
