layer_id,layer_type,N,M,slice,slice_count,level,comment,D,sigma,norm,lognorm,alpha,alpha_weighted,spectralnorm,logspectralnorm,softrank,softranklog,softranklogratio,logpnorm,xmin,xmax
0,CONV2D,3,512,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
2,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.11727647992539458,1.0749994162562664,393.1871895776912,2.594599359652594,6.888014295884428,4.285710432627187,4.189847816290636,0.6221982488026904,36897.799831037926,4.567000470502498,8.340104989512389,5.009449175775029,2.5064891440393726,4.189847816290636
4,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.09684302076792589,1.1860937533900595,657.777740564703,2.818079172713848,6.810648965816302,5.935579159167006,7.438998569470621,0.87151447519298,58162.60776794259,4.764643870234716,6.467085178567663,6.551325808094394,4.314141810826323,7.438998569470621
6,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.1038175855802087,0.18321093168387254,323.7608255614743,2.5102242987974455,3.571487966378436,0.8459560360021595,1.7252965381577368,0.2368637508976341,60755.39471039269,4.783584846697257,21.195512519619722,1.7454903404525135,0.11764383296183926,1.4638522291764244
8,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.10722234558014354,0.7842626050401138,391.57322927443096,2.592812992692354,5.834519384514205,3.6742230094467314,4.263229979086085,0.629738761207776,35965.59290410966,4.555887224176932,8.234566942392423,4.424717806996429,2.227647198692474,4.263229979086085
10,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.08487956472847308,0.6774269383794261,688.065707518664,2.8376299135991383,5.390228329753381,4.889093124587687,8.072888361265798,0.9070289467332041,58644.9851251166,4.768230880465072,6.256977627493087,5.613477059279515,3.779695061825536,8.072888361265798
12,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.03276761776621018,0.14964245825147793,664.8302670572817,2.8227107829131497,3.0626789399209975,1.7160594698413432,3.6333999894469624,0.560313210592557,121648.94734387143,5.085108355233743,10.075474679342303,2.8276872927144043,0.242138167741193,3.5585213826748365
14,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.06943410702881814,0.5270138160612077,559.8346366958447,2.7480597645490974,4.651258822835082,4.125977054444687,7.710219668447938,0.8870667515186307,40649.27251384766,4.6090527775795636,6.195835341240114,4.767415969638594,2.9294188989977363,7.710219668447938
16,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.08902705519943588,0.18845493882479364,933.4978637631086,2.9701133284372605,3.0558006742209587,4.2392372957239175,24.393575571995303,1.3872754631827098,35723.268984425005,4.552951193691811,4.281937376190852,4.988222196867081,2.7033910628069804,24.393575571995303
18,CONV2D,512,10,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
