layer_id,layer_type,N,M,slice,slice_count,level,comment,D,sigma,norm,lognorm,alpha,alpha_weighted,spectralnorm,logspectralnorm,softrank,softranklog,softranklogratio,logpnorm,xmin,xmax
0,CONV2D,3,512,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
2,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.05624862718210938,0.22289053424928165,177.60535053054,2.249456045175051,3.030629407698068,1.9513438163385404,4.40427178545566,0.6438741112265174,7162.0603980988235,3.855037979123585,6.987254203745067,2.6839307889087727,0.6494040992339343,4.40427178545566
4,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.04614970109225147,0.23834542276858353,277.69171383764706,2.44356292084397,3.1974362214072243,2.7670458492121535,7.334916358790436,0.8653951658789768,10513.09710460092,4.021730675808963,5.647276567259438,3.401506743517117,1.0091774372505933,7.334916358790436
6,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.04107852578189308,0.08504341458994376,200.31475912936205,2.301712949155271,2.328420602478207,0.7617909436325926,2.1240790549200144,0.3271706764756316,18891.01191036665,4.27625522183491,14.070411040194232,1.9231053631762394,0.04337282414001778,2.1240790549200144
8,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.1324436807012599,0.2074424047255108,289.9367655319016,2.4623032897090216,2.9237417212126022,1.9105092367182064,4.502426700195113,0.6534466512061933,18670.671085763148,4.2711599282118495,7.536355983044279,2.9970596054621788,1.089179662363004,4.502426700195113
10,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.10729671775703353,0.41100663006467764,418.8168983060817,2.6220241961515756,3.5667355820823827,3.2827847964300503,8.325094432104354,0.9203891684377253,21069.742299894682,4.323659223865426,5.697642445319553,4.038137642892319,2.616658266735575,8.325094432104354
12,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.06400480842458078,0.06088510352489562,521.9014276329383,2.7175884848459937,2.0685292303072833,1.1163199848046745,3.4647225311487513,0.5396684602996127,78615.55946155071,4.895508509392375,10.071325952001143,2.5806384823432116,0.09244860504400378,3.4647225311487513
14,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.09492330034938468,0.2904884445263033,414.6404700608342,2.6176716881735325,3.1147877977176557,3.0410891832989835,9.469763258395341,0.9763391218905267,18155.33448102299,4.259004254456538,5.3622181667878355,3.7846335925761143,2.141611837257837,9.469763258395341
16,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.10361696730829217,0.08198688018181272,539.0871602275206,2.731658988091403,2.1389981407955654,3.515855053058134,44.024297091312235,1.6436924305836327,6601.240349605094,3.8196255455991728,3.323807954900007,4.214274034884738,0.477788044487706,44.024297091312235
18,CONV2D,512,10,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
