layer_id,layer_type,N,M,slice,slice_count,level,comment,D,sigma,norm,lognorm,alpha,alpha_weighted,spectralnorm,logspectralnorm,softrank,softranklog,softranklogratio,logpnorm,xmin,xmax
0,CONV2D,3,512,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
2,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.04637464869591601,0.3058633282387219,125.98470550846199,2.1003178251457437,3.465948988013018,1.9603987290046143,3.67804237832559,0.565616728862615,4315.378777467922,3.6350189214288724,7.4266467661563755,2.4248351150547798,0.5522612511509587,3.67804237832559
4,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.05446649169851758,0.3115592395799138,148.283171001914,2.171091864745631,3.5691833068502063,2.1552304391769628,4.0164664548924165,0.6038441441324982,5474.438551727387,3.7383395853587644,7.190901446480668,2.6141850240731688,0.636083925492201,4.0164664548924165
6,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.05875110937555453,0.1581455421247097,208.1998627109264,2.318480438796483,3.025251107641372,0.9282558396128855,2.0269169939626956,0.30683596388684486,21385.771080888368,4.330124913706121,15.11218182788699,2.002208252579179,0.06949196226715074,1.849204445359172
8,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.08151966833091817,0.15580201664801246,264.47907238664294,2.422391313019308,2.6340653362318873,1.760158835775235,4.65831654088979,0.6682289962834396,15015.978222282432,4.176553629755177,7.2501831752054455,2.8650538313446106,0.7584298684453844,4.65831654088979
10,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.091511462037345,0.14334901171885506,296.8771752990258,2.472576809173244,2.5703097462897864,2.0318117510834077,6.172952806950856,0.7904929567404494,14277.779203865888,4.154660661606039,6.25578454074725,2.9786661159990278,0.7941346599276907,6.172952806950856
12,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.06871010890013002,0.047352560703405475,791.495826993687,2.898448629472042,1.9681253907221599,1.3897835076508935,5.083300862336772,0.7061458147953386,123239.93033543108,5.090751444148745,8.20920713185023,2.909398956689117,0.08790902829135984,4.014299950337386
14,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.11903799169368368,0.16672498311940015,504.3992478038741,2.702774430250627,2.6672498311940016,2.548825286144031,9.028186151529937,0.9556005051851638,28180.47799579317,4.44994835531609,5.656703644640536,3.6096282646270574,1.6240593358870972,9.028186151529937
16,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.05850008702149634,0.14427820162490515,777.8104746602535,2.8908737874312878,2.613079332523543,3.822620140151203,29.032168908131734,1.4628794819097835,20838.578626543986,4.318868092952792,3.952306151231629,4.607295814168412,1.7919435610067578,29.032168908131734
18,CONV2D,512,10,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
