layer_id,layer_type,N,M,slice,slice_count,level,comment,D,sigma,norm,lognorm,alpha,alpha_weighted,spectralnorm,logspectralnorm,softrank,softranklog,softranklogratio,logpnorm,xmin,xmax
0,CONV2D,3,512,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
2,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.14989144013605438,1.0237411366259095,688.4394815510705,2.837865768872379,6.791154399102436,5.6482545789902145,6.787464611515018,0.8317075782781091,69827.09257212869,4.844023959466648,6.824191201305717,6.521435445862264,4.284104237618288,6.787464611515018
4,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.16457532644449901,0.7541823986207823,717.5767372746363,2.855868351110426,6.059209332249739,4.989865102939257,6.660664060438356,0.8235175299821763,77307.06266002919,4.888219172238676,6.935780349866351,5.99723455614674,3.9664578021624655,6.660664060438356
6,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.10961712845293692,1.2299825775910909,2359.632274376655,3.3728443276936817,10.286164819080295,4.540415219449754,2.763184746893126,0.4414099228730539,2015017.083653328,6.30427873251431,15.282140943912063,5.460717474279173,1.6166186943154257,2.301136526145538
8,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.19448258829618376,0.6805209553151148,636.1113312067988,2.8035331318393144,6.04687847924485,4.289959792713219,5.122126581777434,0.7094503068712175,78997.97461648674,4.897615956807411,7.90339536028483,5.521422728347378,3.2351566232032756,5.122126581777434
10,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.1774613061620891,2.7375632847496956,655.2750212854789,2.8164236132107687,12.932761709771185,9.40929243982678,5.34016612559312,0.7275547675727844,80406.74080583852,4.905292458848753,7.742162483813329,10.155422963189894,4.325617482617819,5.34016612559312
12,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.08951049938661804,0.9182020338207472,4242.092720531926,3.627580156772551,7.8095685340695855,5.523676752660213,5.096781566385237,0.7072960213567409,3530728.2478563623,6.547864292188361,10.257600911748655,6.739674842415526,2.867587320973199,5.096781566385237
14,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.06763617209756129,0.5159505042326548,786.2235595554631,2.8955460535156554,4.75617636824342,4.904025824757188,10.742015653462794,1.0310857809018492,57544.83195160836,4.760006326129462,5.616498854213735,5.574304236641985,3.922751869774547,10.742015653462794
16,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.06936266294670235,0.360447844545362,633.4205218597876,2.8016921297433237,4.079667733787204,4.1274567011670245,10.273393807982112,1.0117139361580942,39054.43176931355,4.591670323328553,5.538506547379459,4.819310793702912,2.6918089465695956,10.273393807982112
18,CONV2D,512,10,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
