layer_id,layer_type,N,M,slice,slice_count,level,comment,D,sigma,norm,lognorm,alpha,alpha_weighted,spectralnorm,logspectralnorm,softrank,softranklog,softranklogratio,logpnorm,xmin,xmax
0,CONV2D,3,512,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
2,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.040636389726300626,0.034404648110730934,21.906846225543664,1.3405798597410123,1.3457624343012777,1.0080300896066618,5.610998408323899,0.7490401455068352,85.5302170176473,1.9321195739751897,3.579460641148717,1.5351450876387491,9.903857146325773e-05,5.610998408323899
4,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.03587696156830411,0.049575877176334444,10.991818116744238,1.041069533439287,1.5453346489396789,0.5496344707326617,2.26815864203201,0.3556734271827722,53.2679078405847,1.7264656396958018,5.854075417921543,1.1053541075701474,0.0010719407694340245,2.26815864203201
6,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.06909464806885113,0.11028718458883456,112.13771622370301,2.0497517070902505,2.4714145673625216,0.8485251452251993,2.2046305400503017,0.343335819263516,5703.843420213544,3.7561675949169846,11.940214752350274,1.8441955873536828,0.029735143744841312,2.2046305400503017
8,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.08164327346321132,0.04514169436585568,629.5051441136002,2.7989992833732265,1.6073193848461278,2.653962149060983,44.789154288451016,1.6511728621471535,8847.604576621028,3.9468257045993,3.3903164805330697,3.430040545712077,0.2522451883591875,44.789154288451016
10,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.059803774232831675,0.04741805426229794,170.84234311914366,2.2325955191861624,1.6739371764077797,1.7453220945997074,11.031762938808814,1.0426449207282185,2645.7336297321467,3.422546117644106,4.282561540945007,2.542649415869176,0.07238707169082802,11.031762938808814
12,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.06170161743034075,0.0760997220502242,558.7847953423038,2.747244580354144,2.24347970424306,1.019002988089289,2.8458137017294245,0.45420646603669457,109719.21574345829,5.0402826946715935,12.096897714054997,2.573303830546851,0.1290619705103092,2.561494942549531
14,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.06306015830135137,0.8563565948345461,2583.3347713109356,3.412180689530737,4.732771856518392,9.953799582280059,126.81332391923222,2.1031648860425856,52625.531248708314,4.721196493018889,3.244805685160765,9.968590184809726,25.560909165307187,126.81332391923222
16,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.05219311597195048,0.07794205190194864,7598.604087232658,3.8807338169000656,2.0162400244512266,5.567586164940358,577.2590076871453,2.7613707184766976,100022.31806801238,5.000096915323433,2.8107300413765968,6.366199815994307,6.084660402443326,577.2590076871453
18,CONV2D,512,10,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
