model,R2,spman,RMSE,Ktau
0xx,0.09338661749862376,-0.23570341935757946,0.016405845141492282,-0.15608011185773493
1xx,0.02576169062883682,0.27272727272727276,0.008895467155199262,0.2121212121212121
2xx,0.03996667947140731,-0.31468531468531474,0.014171456041268642,-0.2121212121212121
5xx,0.007179304871351433,0.055882352941176466,0.01188136682092741,0.016666666666666666
6xx,0.18412239356989368,-0.2857142857142857,0.018222936518239613,-0.17894736842105263
7xx,0.6998870358166036,-0.7622377622377624,0.01117675646126345,-0.5757575757575757
