model,R2,spman,RMSE,Ktau
2xx,0.3388017023571861,0.9086217008485094,0.02832520887730966,0.7475450015964021
6xx,0.21941709081094107,0.5358802985686094,0.01432386754567308,0.3934447376823169
9xx,0.3867823658299342,0.8857142857142858,0.004035508823919592,0.7333333333333333
10xx,0.4145493235480918,0.8386016534578921,0.018280973621237345,0.67700320038633
