model,R2,spman,RMSE,Ktau
0xx,0.5335152856771721,0.807742496737712,0.021732353685672924,0.6109090909090907
1xx,0.7521465000805843,0.9020979020979022,0.06895859945969658,0.7878787878787877
2xx,0.8412306585514765,0.9090909090909092,0.06393430477104219,0.7575757575757575
5xx,0.37766379308616793,0.5117647058823529,0.20838276220889002,0.43333333333333335
6xx,0.4044234251432378,0.6045112781954887,0.21285821318042067,0.45263157894736844
7xx,0.6694450453449314,0.8041958041958043,0.1302057073700646,0.6666666666666666
