model,R2,spman,RMSE,Ktau
2xx,0.9523198650170785,0.9380804953560371,0.06990342216772985,0.8300653594771243
6xx,0.2705418904394624,0.3952528379772961,0.22492886054750216,0.2679738562091504
9xx,0.7143675577877105,0.942857142857143,0.14894511507626715,0.8666666666666666
10xx,0.6778676668530196,0.8951048951048951,0.11523282683481131,0.7272727272727272
