model,R2,spman,RMSE,Ktau
2xx,0.8363047177227041,0.9401444788441692,0.1493725082365742,0.8300653594771243
6xx,0.11447161886094792,0.24045407636738902,0.17589237187825493,0.16339869281045755
9xx,0.4700318912594246,0.7142857142857143,0.19400868390139187,0.4666666666666666
10xx,0.5568468040356678,0.8321678321678322,0.19588751713712696,0.6666666666666666
