model,R2,spman,RMSE,Ktau
2xx,0.2233283252950059,0.6553147574819401,5033.7931429793525,0.4901960784313726
6xx,0.20785465734090214,0.49226006191950467,24529.891143261488,0.3725490196078432
9xx,0.48749773775194194,0.8285714285714287,292.08487597459316,0.6
10xx,0.4134338266557316,0.8881118881118882,7274.6125326004285,0.7272727272727272
