model,R2,spman,RMSE,Ktau
0xx,0.4705558025543014,0.8780169809648578,657.0358738126594,0.736843318770237
1xx,0.5837752992831039,0.9440559440559443,668.7250732919575,0.8484848484848484
2xx,0.32246733670455674,0.7622377622377624,648.4808777327943,0.606060606060606
5xx,0.5958106280247495,0.8970588235294116,626.1839817164231,0.7666666666666667
6xx,0.5194894508198507,0.8932330827067668,916.6720262090496,0.7263157894736842
7xx,0.28024409404230444,0.8111888111888113,1146.9732828269407,0.606060606060606
