model,R2,spman,RMSE,Ktau
2xx,0.8722436059125356,-0.9256965944272446,0.011330070792713457,-0.8431372549019609
6xx,0.20609701067436936,-0.3023735810113519,0.010998498863915894,-0.24183006535947715
9xx,0.9886963292158526,-1.0,0.0011230475399389075,-1.0
10xx,0.6975734571966996,-0.8041958041958043,0.00932233042497143,-0.6363636363636362
