layer_id,layer_type,N,M,slice,slice_count,level,comment,D,sigma,norm,lognorm,alpha,alpha_weighted,spectralnorm,logspectralnorm,softrank,softranklog,softranklogratio,logpnorm,xmin,xmax
0,CONV2D,3,128,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
1,CONV2D,128,128,,1,LEVEL.LAYER,Layer level,0.0563857220944588,0.24466946009253895,348.87330317229566,2.542667737208043,3.86378260770096,1.786070492628835,2.899075805505358,0.4622595715061693,41983.23529009341,4.623075902909917,11.001038784003235,2.7567911669294367,0.6744510273835274,2.6666405088736633
3,CONV2D,128,256,,1,LEVEL.LAYER,Layer level,0.04552875752367799,0.2093160318848978,444.3766411459735,2.6477512219879324,3.8623536862441368,2.0962074090863707,3.489216991345307,0.5427279786809951,56594.53100394318,4.75277446529487,9.7571944915124,2.7799659358971938,0.6208060508747194,3.489216991345307
4,CONV2D,256,256,,1,LEVEL.LAYER,Layer level,0.06039287067312282,0.3478268557462226,633.4196369594556,2.801691523025375,4.33623799888496,1.7019939155861332,2.4689069818876397,0.3925047278363853,162509.33689656036,5.210878318214364,14.27596318887274,2.6820496447248408,0.7124546549619336,2.4689069818876397
6,CONV2D,256,512,,1,LEVEL.LAYER,Layer level,0.04595549392365772,0.2913634016509606,843.4232889355519,2.9260455887544423,4.787724221462487,1.6737520343530286,2.2366210447948527,0.34959240694146626,318052.4684654888,5.502498770567418,16.73975481535194,2.7406871127268544,0.6446782884906229,2.2366210447948527
7,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.1303410408869876,0.3279507121847481,1249.0325923024825,3.096573771018205,5.122276531281276,0.7311866745638929,1.389141312718192,0.14274642731578477,1123055.2301271495,6.050401114720626,43.385657059814754,2.512314969285645,0.6049342989063642,1.1656338932850858
10,DENSE,8192,128,,1,LEVEL.LAYER,Layer level,0.16324088000253345,0.2376489619016782,73.58567897030053,1.8667933014387332,3.678167786902839,1.810177324696386,3.1055679873265394,0.49214104129290576,1743.5947857581964,3.2414455615845608,7.586415863771381,2.350143778195921,0.3453165912788671,3.1055679873265394
11,DENSE,128,128,,1,LEVEL.LAYER,Layer level,0.10569456121493165,0.17620011345683823,38.34120154423422,1.5836657187625467,2.207967118411559,1.013709119477565,2.8781553280883974,0.45911422820772846,510.7603893053122,2.708217209317365,6.898787366903425,1.71203262768151,0.22425808178917653,2.8781553280883974
12,DENSE,128,10,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
