layer_id,layer_type,N,M,slice,slice_count,level,comment,D,sigma,norm,lognorm,alpha,alpha_weighted,spectralnorm,logspectralnorm,softrank,softranklog,softranklogratio,logpnorm,xmin,xmax
0,CONV2D,3,64,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
1,CONV2D,64,64,,1,LEVEL.LAYER,Layer level,0.13967018590318137,0.4433451969644162,120.11640158627611,2.0796023132486203,2.932496910672026,2.941107273460322,10.067837291069926,1.0029361881872616,1433.0734111915979,3.156268438309979,4.147028171368228,3.3242552113856205,2.0899721870495687,10.067837291069926
3,CONV2D,64,128,,1,LEVEL.LAYER,Layer level,0.14862562540956403,0.015076506685300264,164.167482349841,2.215287137956536,1.308976443453865,0.9553151417291696,5.36807329209933,0.7298184367691715,5020.60251314964,3.7007558391439,6.070789737138942,2.2985369941079945,0.0018186890089837593,5.36807329209933
4,CONV2D,128,128,,1,LEVEL.LAYER,Layer level,0.15283321350222068,1.467705059024061,271.3302469468525,2.433498210090026,8.483856736162537,4.565679376746805,3.452715777168812,0.5381608292942459,21322.375677446475,4.328835590885806,9.043758213623093,5.372225644716789,2.188955468303452,3.452715777168812
6,CONV2D,128,256,,1,LEVEL.LAYER,Layer level,0.13375476312615042,0.50427685532551,639.3214302592371,2.8057192623680787,4.773662441415658,3.7362074667339025,6.062769609053987,0.7826710649498518,67416.69526388182,4.828767459786305,7.1696000734302086,4.579035694798395,2.395959412038094,6.062769609053987
7,CONV2D,256,256,,1,LEVEL.LAYER,Layer level,0.07621383378821545,0.48534923338347147,886.7038251723352,2.9477785819818854,4.327386704646516,3.8693763653819957,7.8371843449449665,0.8941600622905429,100322.21254083213,5.001397101673228,6.593402470762673,4.210456021349431,1.3899524025130192,6.128492937918539
10,DENSE,4096,128,,1,LEVEL.LAYER,Layer level,0.16625219321427231,0.1212589578946256,46.19172223061723,1.664564154957305,2.2946913822006874,1.5873066333778192,4.91733614105996,0.6917298969657253,433.90875494848154,2.6373984129488846,4.812757587199626,2.186565072805488,0.08871508144400067,4.91733614105996
11,DENSE,128,128,,1,LEVEL.LAYER,Layer level,0.10049911075172491,0.07199817556521174,8.490790617664807,0.9289481313396708,1.6109247781026497,0.033309362949254004,1.048762544142956,0.020677168420294482,68.74151419274725,1.8372190942590472,89.85254774323113,0.842622068820969,0.00372685467458446,1.048762544142956
12,DENSE,128,10,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
