layer_id,layer_type,N,M,slice,slice_count,level,comment,D,sigma,norm,lognorm,alpha,alpha_weighted,spectralnorm,logspectralnorm,softrank,softranklog,softranklogratio,logpnorm,xmin,xmax
0,CONV2D,3,128,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
1,CONV2D,128,128,,1,LEVEL.LAYER,Layer level,0.05632122538552575,0.0732346090630588,185.10552073850687,2.26741937170004,2.3364062077894374,1.0442687495634495,2.7986921776916143,0.44695513394970465,12242.880471454737,4.087883609450375,10.146071493409405,2.1835855271574744,0.1363103747992413,2.7986921776916143
3,CONV2D,128,256,,1,LEVEL.LAYER,Layer level,0.0636667176880189,0.07921267373414458,225.1185160036275,2.3524112172017224,2.5542648927525624,1.5473199141331317,4.034399986261355,0.6057789536721414,12561.557213031496,4.099043480731304,7.7665663455019605,2.220586087772296,0.16046400100206168,4.034399986261355
4,CONV2D,256,256,,1,LEVEL.LAYER,Layer level,0.05635961689602542,0.1265365181197248,308.16519815576373,2.4887835912210634,2.8682893006957544,1.2942632682984567,2.8263879546769886,0.451231773581734,33599.70070535989,4.526335408860392,11.031065350145415,2.138998225243476,0.19710571236555327,1.883151379135037
6,CONV2D,256,512,,1,LEVEL.LAYER,Layer level,0.07361025475673222,0.1416994542334053,438.2723541353773,2.6417440765742795,3.0337697701532624,1.4035661028003494,2.9016667551165716,0.46264753397204655,66197.3522840492,4.820840619176512,11.420115239321238,2.4970033541563486,0.2503315403944542,2.4318641036421282
7,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.06909128970597203,0.19636259182618052,708.4218089698076,2.8502919226047823,3.5527136937403467,1.328621663710254,2.3657767003690475,0.37397375027748503,212133.90906494556,5.32661009493208,15.243272665473938,2.215145421844965,0.2990763378144373,1.1926605479483219
10,DENSE,8192,128,,1,LEVEL.LAYER,Layer level,0.09705475541845165,0.19679439164542478,45.83230604920348,1.6611717092903535,3.1914096012164204,1.1575949963195387,2.3052719390935925,0.3627221638608582,911.2158275842228,2.959621254719849,9.159471765434143,1.8443567511909211,0.17874459821607028,2.3052719390935925
11,DENSE,128,10,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
