layer_id,layer_type,N,M,slice,slice_count,level,comment,D,sigma,norm,lognorm,alpha,alpha_weighted,spectralnorm,logspectralnorm,softrank,softranklog,softranklogratio,logpnorm,xmin,xmax
0,CONV2D,3,128,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
1,CONV2D,128,128,,1,LEVEL.LAYER,Layer level,0.09569785005007808,0.009932192167111253,77.50382539279084,1.8893231387124982,1.2095198232954811,1.0224519054600163,7.003853260986981,0.8453370385234563,857.6483153888533,2.93330923890154,4.469987833521561,1.9466420657676962,5.3712033587563894e-06,7.003853260986981
3,CONV2D,128,256,,1,LEVEL.LAYER,Layer level,0.10812428245234051,0.009917958965217391,81.48450476192968,1.9110750303817479,1.2263816227714133,0.7425397560283217,4.031549699929853,0.6054720180414221,1646.941005443259,3.2166780427220734,6.312678285492644,1.9356532833048634,1.82307325316984e-05,3.465716489917278
4,CONV2D,256,256,,1,LEVEL.LAYER,Layer level,0.09619845162983665,0.023959387031744266,116.35521474094003,2.06578585201866,1.3973214849560136,0.545472954830867,2.4568034064240427,0.3903704055964172,5510.630586887718,3.7412012984409033,10.583721626451181,2.0576536583701777,0.0019521206389399872,2.2238392237872255
6,CONV2D,256,512,,1,LEVEL.LAYER,Layer level,0.09220733472648945,0.03235355823703956,315.5560276696548,2.4990764803709355,1.6052796508301999,1.113692040198412,4.94046971396321,0.6937682413294443,20155.088961930524,4.304384719412427,7.204355378337991,2.5897770795049095,0.024380227416083807,3.4870587601433307
7,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.09858031845144188,0.25849767454839945,745.4599030873727,2.872424288518434,3.3120734892633537,2.7163810283256486,6.609143110606667,0.8201451559366835,84082.07506041207,4.924703421100184,7.0046729355801745,3.1479544940262656,0.5599385268686671,2.66586273124256
10,DENSE,8192,128,,1,LEVEL.LAYER,Layer level,0.06485140179249241,0.08260469503357655,46.131570948734556,1.6639982441757935,1.8383460926632802,1.0691929887584384,3.8159785948567873,0.5816059299309951,557.6870481051527,2.746390558420592,5.722081425040558,1.8437636153656143,0.0623233193626744,3.8159785948567873
11,DENSE,128,128,,1,LEVEL.LAYER,Layer level,0.09478103321840614,0.02809545702795867,6.535300745626263,0.8152655780161193,1.2635587488467586,0.0204493460704021,1.0379679166684113,0.01618392978487631,41.14785741438996,1.6143472262473622,100.75001422435398,0.7821754796585267,1.7706456822880737e-06,1.0379679166684113
12,DENSE,128,10,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
