layer_id,layer_type,N,M,slice,slice_count,level,comment,D,sigma,norm,lognorm,alpha,alpha_weighted,spectralnorm,logspectralnorm,softrank,softranklog,softranklogratio,logpnorm,xmin,xmax
0,CONV2D,3,128,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
1,CONV2D,128,128,,1,LEVEL.LAYER,Layer level,0.15566685653554313,0.3551675720716007,620.7387311154673,2.792908844120613,4.986746108752813,2.343422714128065,2.9507351057626385,0.46993022364119436,130583.24739294164,5.115887464600032,11.886483156925364,3.511083339151055,1.3190564057893064,2.6469146369885546
3,CONV2D,128,256,,1,LEVEL.LAYER,Layer level,0.07554681758170811,0.797208861148629,813.2690697947999,2.910234255550022,8.306539901806264,4.170723604950163,3.1776143952990807,0.5021011942702202,208145.63933980628,5.318367316829824,11.59222200130357,4.745207470036741,1.5938816036818209,2.6439564626493004
4,CONV2D,256,256,,1,LEVEL.LAYER,Layer level,0.13559567418930507,0.8333546208270487,1203.3008523466597,3.080374224329764,7.5087076572297695,3.0884008967092775,2.578156328331999,0.4113092475688019,561615.6496588293,5.749439201090727,14.9783854486009,4.320920846799945,1.5172029668759317,2.578156328331999
6,CONV2D,256,512,,1,LEVEL.LAYER,Layer level,0.11366364014565888,1.5114834547700182,1599.2428055257865,3.2039144056441073,11.026046992604535,4.117383973224753,2.362780628070301,0.37342340151337944,1082443.9309521425,6.034405409774836,17.15968732896518,5.316883798938367,1.7057604137864697,2.328044788370277
7,CONV2D,512,512,,1,LEVEL.LAYER,Layer level,0.15229268046219047,1.616508469282994,2375.881891062289,3.3758248473635137,12.43044100475491,3.9913508947186775,2.0945699786534075,0.3210948745255217,2694975.4927294203,6.430554820201506,21.026961905585896,5.699584179796685,1.6129099212563869,2.019811285010748
10,DENSE,8192,128,,1,LEVEL.LAYER,Layer level,0.08384349099679633,0.5995599206464942,134.50474029164425,2.1287375902583276,6.592322644909703,2.014690151784257,2.021210668429306,0.3056115818815256,8950.835973462228,3.95186359863513,13.931000763469502,2.7535289821194087,0.9357357774555384,2.021210668429306
11,DENSE,128,10,,1,LEVEL.LAYER,Layer level,,,,,,,,,,,,,,
